Branch,Name,FrEnode,ToEnode,Circuit,Voltage,Resistance,Reactance,NormalLimit,CtgLimit,Enforce,Monitor,Penalty,AngleLimit,HVDC,CID,PriceCID
N120525_N120247_1,,N120525,N120247,,69.000,0.00000000,0.01555000,104.500,104.500,0,0,0.000,0.000,0,,0
N120248_N120252_1,,N120248,N120252,,138.000,0.00000000,0.01488000,318.400,318.400,0,0,0.000,0.000,0,,0
N120309_N120248_1,,N120309,N120248,,138.000,0.00000000,0.01499000,313.500,313.500,0,0,0.000,0.000,0,,0
N120249_N120250_1,,N120249,N120250,,69.000,0.00000000,0.06969000,108.300,108.300,0,0,0.000,0.000,0,,0
N120249_N120257_1,,N120249,N120257,,69.000,0.00000000,0.02991000,107.400,107.400,0,0,0.000,0.000,0,,0
N120301_N120249_1,,N120301,N120249,,69.000,0.00000000,0.07261000,121.200,121.200,0,0,0.000,0.000,0,,0
N120255_N120250_1,,N120255,N120250,,69.000,0.00000000,0.02443000,112.000,112.000,0,0,0.000,0.000,0,,0
N120251_N120253_1,,N120251,N120253,,69.000,0.00000000,0.03540000,119.600,119.600,0,0,0.000,0.000,0,,0
N120251_N120257_1,,N120251,N120257,,69.000,0.00000000,0.04571000,101.300,101.300,0,0,0.000,0.000,0,,0
N120253_N120482_1,,N120253,N120482,,69.000,0.00000000,0.04025000,113.500,113.500,0,0,0.000,0.000,0,,0
N120254_N120259_1,,N120254,N120259,,69.000,0.00000000,0.04269000,145.400,145.400,0,0,0.000,0.000,0,,0
N120261_N120254_1,,N120261,N120254,,69.000,0.00000000,0.00519000,151.100,151.100,0,0,0.000,0.000,0,,0
N120408_N120254_1,,N120408,N120254,,69.000,0.00000000,0.03492000,109.400,109.400,0,0,0.000,0.000,0,,0
N120256_N120255_1,,N120256,N120255,,69.000,0.00000000,0.04556000,94.200,94.200,0,0,0.000,0.000,0,,0
N120256_N120303_1,,N120256,N120303,,69.000,0.00000000,0.20489000,109.700,109.700,0,0,0.000,0.000,0,,0
N120258_N120260_1,,N120258,N120260,,138.000,0.00000000,0.01746000,261.300,261.300,0,0,0.000,0.000,0,,0
N120259_N120286_1,,N120259,N120286,,69.000,0.00000000,0.04955000,71.400,71.400,0,0,0.000,0.000,0,,0
N120260_N120403_1,,N120260,N120403,,138.000,0.00000000,0.01264000,307.700,307.700,0,0,0.000,0.000,0,,0
N120260_N120495_1,,N120260,N120495,,138.000,0.00000000,0.04174000,321.500,321.500,0,0,0.000,0.000,0,,0
N120261_N120408_1,,N120261,N120408,,69.000,0.00000000,0.02814000,117.900,117.900,0,0,0.000,0.000,0,,0
N120482_N120261_1,,N120482,N120261,,69.000,0.00000000,0.02468000,103.500,103.500,0,0,0.000,0.000,0,,0
N120266_N120262_1,,N120266,N120262,,69.000,0.00000000,0.00965000,119.100,119.100,0,0,0.000,0.000,0,,0
N120262_N120274_1,,N120262,N120274,,69.000,0.00000000,0.01790000,143.600,143.600,0,0,0.000,0.000,0,,0
N120263_N120267_1,,N120263,N120267,,69.000,0.00000000,0.01685000,112.500,112.500,0,0,0.000,0.000,0,,0
N120288_N120263_1,,N120288,N120263,,69.000,0.00000000,0.01491000,146.600,146.600,0,0,0.000,0.000,0,,0
N120263_N120402_1,,N120263,N120402,,69.000,0.00000000,0.01645000,134.600,134.600,0,0,0.000,0.000,0,,0
N120264_N120269_1,,N120264,N120269,,69.000,0.00000000,0.01884000,134.200,134.200,0,0,0.000,0.000,0,,0
N120264_N120324_1,,N120264,N120324,,69.000,0.00000000,0.01776000,118.000,118.000,0,0,0.000,0.000,0,,0
N120265_N120273_1,,N120265,N120273,,69.000,0.00000000,0.01248000,180.000,180.000,0,0,0.000,0.000,0,,0
N120281_N120265_1,,N120281,N120265,,69.000,0.00000000,0.00860000,130.700,130.700,0,0,0.000,0.000,0,,0
N120265_N120402_1,,N120265,N120402,,69.000,0.00000000,0.02410000,170.300,170.300,0,0,0.000,0.000,0,,0
N120266_N120278_1,,N120266,N120278,,69.000,0.00000000,0.00955000,128.900,128.900,0,0,0.000,0.000,0,,0
N120267_N120276_1,,N120267,N120276,,69.000,0.00000000,0.02337000,119.200,119.200,0,0,0.000,0.000,0,,0
N120268_N120275_1,,N120268,N120275,,138.000,0.00000000,0.01282000,271.000,271.000,0,0,0.000,0.000,0,,0
N120268_N120336_1,,N120268,N120336,,138.000,0.00000000,0.02029000,320.000,320.000,0,0,0.000,0.000,0,,0
N120269_N120274_1,,N120269,N120274,,69.000,0.00000000,0.02448000,155.400,155.400,0,0,0.000,0.000,0,,0
N120269_N120284_1,,N120269,N120284,,69.000,0.00000000,0.02818000,110.200,110.200,0,0,0.000,0.000,0,,0
N120270_N120283_1,,N120270,N120283,,69.000,0.00000000,0.02437000,129.200,129.200,0,0,0.000,0.000,0,,0
N120270_N120288_1,,N120270,N120288,,69.000,0.00000000,0.00934000,139.800,139.800,0,0,0.000,0.000,0,,0
N120272_N120271_1,,N120272,N120271,,69.000,0.00000000,0.01462000,127.800,127.800,0,0,0.000,0.000,0,,0
N120271_N120373_1,,N120271,N120373,,69.000,0.00000000,0.02912000,101.600,101.600,0,0,0.000,0.000,0,,0
N120280_N120272_1,,N120280,N120272,,69.000,0.00000000,0.02090000,142.100,142.100,0,0,0.000,0.000,0,,0
N120272_N120281_1,,N120272,N120281,,69.000,0.00000000,0.03235000,106.900,106.900,0,0,0.000,0.000,0,,0
N120280_N120273_1,,N120280,N120273,,69.000,0.00000000,0.05620000,114.100,114.100,0,0,0.000,0.000,0,,0
N120274_N120276_1,,N120274,N120276,,69.000,0.00000000,0.01069000,126.100,126.100,0,0,0.000,0.000,0,,0
N120287_N120275_1,,N120287,N120275,,138.000,0.00000000,0.01403000,303.900,303.900,0,0,0.000,0.000,0,,0
N120276_N120386_1,,N120276,N120386,,69.000,0.00000000,0.03706000,125.000,125.000,0,0,0.000,0.000,0,,0
N120277_N120311_1,,N120277,N120311,,138.000,0.00000000,0.01536000,308.900,308.900,0,0,0.000,0.000,0,,0
N120371_N120277_1,,N120371,N120277,,138.000,0.00000000,0.00896000,273.200,273.200,0,0,0.000,0.000,0,,0
N120386_N120278_1,,N120386,N120278,,69.000,0.00000000,0.03456000,103.400,103.400,0,0,0.000,0.000,0,,0
N120279_N120433_1,,N120279,N120433,,138.000,0.00000000,0.02648000,304.000,304.000,0,0,0.000,0.000,0,,0
N120323_N120280_1,,N120323,N120280,,69.000,0.00000000,0.03820000,103.900,103.900,0,0,0.000,0.000,0,,0
N120282_N120285_1,,N120282,N120285,,69.000,0.00000000,0.02004000,146.100,146.100,0,0,0.000,0.000,0,,0
N120284_N120523_1,,N120284,N120523,,69.000,0.00000000,0.03181000,106.200,106.200,0,0,0.000,0.000,0,,0
N120368_N120285_1,,N120368,N120285,,69.000,0.00000000,0.02834000,122.200,122.200,0,0,0.000,0.000,0,,0
N120287_N120330_1,,N120287,N120330,,138.000,0.00000000,0.02589000,327.000,327.000,0,0,0.000,0.000,0,,0
N120287_N120340_1,,N120287,N120340,,138.000,0.00000000,0.00782000,312.500,312.500,0,0,0.000,0.000,0,,0
N120342_N120288_1,,N120342,N120288,,69.000,0.00000000,0.00707000,139.700,139.700,0,0,0.000,0.000,0,,0
N120292_N120289_1,,N120292,N120289,,138.000,0.00000000,0.02872000,268.800,268.800,0,0,0.000,0.000,0,,0
N120291_N120290_1,,N120291,N120290,,69.000,0.00000000,0.05565000,98.500,98.500,0,0,0.000,0.000,0,,0
N120294_N120290_1,,N120294,N120290,,69.000,0.00000000,0.04613000,93.900,93.900,0,0,0.000,0.000,0,,0
N120290_N120295_1,,N120290,N120295,,69.000,0.00000000,0.07187000,108.400,108.400,0,0,0.000,0.000,0,,0
N120298_N120290_1,,N120298,N120290,,69.000,0.00000000,0.04385000,104.900,104.900,0,0,0.000,0.000,0,,0
N120294_N120291_1,,N120294,N120291,,69.000,0.00000000,0.08292000,78.400,78.400,0,0,0.000,0.000,0,,0
N120291_N270134_1,,N120291,N270134,,69.000,0.00000000,0.07351000,105.800,105.800,0,0,0.000,0.000,0,,0
N120293_N120294_1,,N120293,N120294,,69.000,0.00000000,0.08582000,91.300,91.300,0,0,0.000,0.000,0,,0
N120293_N120299_1,,N120293,N120299,,69.000,0.00000000,0.04282000,83.500,83.500,0,0,0.000,0.000,0,,0
N270128_N120293_1,,N270128,N120293,,69.000,0.00000000,0.03372000,118.200,118.200,0,0,0.000,0.000,0,,0
N120295_N120296_1,,N120295,N120296,,69.000,0.00000000,0.05051000,92.700,92.700,0,0,0.000,0.000,0,,0
N120296_N270131_1,,N120296,N270131,,69.000,0.00000000,0.06741000,109.500,109.500,0,0,0.000,0.000,0,,0
N270176_N120296_1,,N270176,N120296,,69.000,0.00000000,0.05769000,107.600,107.600,0,0,0.000,0.000,0,,0
N120297_N120298_1,,N120297,N120298,,69.000,0.00000000,0.08207000,92.400,92.400,0,0,0.000,0.000,0,,0
N120299_N120297_1,,N120299,N120297,,69.000,0.00000000,0.10092000,85.000,85.000,0,0,0.000,0.000,0,,0
N120300_N120318_1,,N120300,N120318,,69.000,0.00000000,0.02007000,115.700,115.700,0,0,0.000,0.000,0,,0
N120303_N120301_1,,N120303,N120301,,69.000,0.00000000,0.05187000,110.600,110.600,0,0,0.000,0.000,0,,0
N120321_N120302_1,,N120321,N120302,,138.000,0.00000000,0.00741000,318.800,318.800,0,0,0.000,0.000,0,,0
N120308_N120303_1,,N120308,N120303,,69.000,0.00000000,0.05412000,93.800,93.800,0,0,0.000,0.000,0,,0
N120304_N120318_1,,N120304,N120318,,69.000,0.00000000,0.02266000,119.200,119.200,0,0,0.000,0.000,0,,0
N120304_N120382_1,,N120304,N120382,,69.000,0.00000000,0.01601000,120.800,120.800,0,0,0.000,0.000,0,,0
N120305_N120312_1,,N120305,N120312,,69.000,0.00000000,0.01611000,123.000,123.000,0,0,0.000,0.000,0,,0
N120373_N120305_1,,N120373,N120305,,69.000,0.00000000,0.01814000,115.800,115.800,0,0,0.000,0.000,0,,0
N120307_N120306_1,,N120307,N120306,,69.000,0.00000000,0.01664000,141.600,141.600,0,0,0.000,0.000,0,,0
N120310_N120306_1,,N120310,N120306,,69.000,0.00000000,0.03095000,154.300,154.300,0,0,0.000,0.000,0,,0
N120306_N120312_1,,N120306,N120312,,69.000,0.00000000,0.02162000,148.800,148.800,0,0,0.000,0.000,0,,0
N120310_N120307_1,,N120310,N120307,,69.000,0.00000000,0.00927000,172.300,172.300,0,0,0.000,0.000,0,,0
N120323_N120307_1,,N120323,N120307,,69.000,0.00000000,0.03510000,133.200,133.200,0,0,0.000,0.000,0,,0
N120310_N120316_1,,N120310,N120316,,69.000,0.00000000,0.03240000,135.000,135.000,0,0,0.000,0.000,0,,0
N120320_N120310_1,,N120320,N120310,,69.000,0.00000000,0.02110000,123.900,123.900,0,0,0.000,0.000,0,,0
N120322_N120310_1,,N120322,N120310,,69.000,0.00000000,0.01239000,145.100,145.100,0,0,0.000,0.000,0,,0
N120319_N120311_1,,N120319,N120311,,138.000,0.00000000,0.01032000,316.900,316.900,0,0,0.000,0.000,0,,0
N120319_N120315_1,,N120319,N120315,,138.000,0.00000000,0.00862000,328.200,328.200,0,0,0.000,0.000,0,,0
N120315_N120321_1,,N120315,N120321,,138.000,0.00000000,0.00926000,296.700,296.700,0,0,0.000,0.000,0,,0
N120317_N120319_1,,N120317,N120319,,138.000,0.00000000,0.00994000,301.100,301.100,0,0,0.000,0.000,0,,0
N120318_N120377_1,,N120318,N120377,,69.000,0.00000000,0.02314000,92.700,92.700,0,0,0.000,0.000,0,,0
N120324_N120333_1,,N120324,N120333,,69.000,0.00000000,0.01686000,137.500,137.500,0,0,0.000,0.000,0,,0
N120324_N120341_1,,N120324,N120341,,69.000,0.00000000,0.02120000,133.300,133.300,0,0,0.000,0.000,0,,0
N120341_N120325_1,,N120341,N120325,,69.000,0.00000000,0.01167000,151.500,151.500,0,0,0.000,0.000,0,,0
N120325_N120342_1,,N120325,N120342,,69.000,0.00000000,0.01862000,124.000,124.000,0,0,0.000,0.000,0,,0
N120325_N120393_1,,N120325,N120393,,69.000,0.00000000,0.03676000,152.100,152.100,0,0,0.000,0.000,0,,0
N120326_N120330_1,,N120326,N120330,,138.000,0.00000000,0.01658000,308.900,308.900,0,0,0.000,0.000,0,,0
N120326_N120336_1,,N120326,N120336,,138.000,0.00000000,0.01206000,297.600,297.600,0,0,0.000,0.000,0,,0
N120327_N120333_1,,N120327,N120333,,69.000,0.00000000,0.01618000,155.500,155.500,0,0,0.000,0.000,0,,0
N120327_N120334_1,,N120327,N120334,,69.000,0.00000000,0.01649000,137.700,137.700,0,0,0.000,0.000,0,,0
N120336_N120328_1,,N120336,N120328,,138.000,0.00000000,0.01249000,274.800,274.800,0,0,0.000,0.000,0,,0
N120328_N120517_1,,N120328,N120517,,138.000,0.00000000,0.01344000,295.600,295.600,0,0,0.000,0.000,0,,0
N120329_N120332_1,,N120329,N120332,,69.000,0.00000000,0.02653000,120.100,120.100,0,0,0.000,0.000,0,,0
N120329_N120395_1,,N120329,N120395,,69.000,0.00000000,0.02162000,176.100,176.100,0,0,0.000,0.000,0,,0
N120441_N120330_1,,N120441,N120330,,138.000,0.00000000,0.01217000,359.100,359.100,0,0,0.000,0.000,0,,0
N120441_N120330_2,,N120441,N120330,,138.000,0.00000000,0.01217000,359.100,359.100,0,0,0.000,0.000,0,,0
N120501_N120330_1,,N120501,N120330,,138.000,0.00000000,0.01498000,309.000,309.000,0,0,0.000,0.000,0,,0
N120331_N120337_1,,N120331,N120337,,69.000,0.00000000,0.02310000,126.700,126.700,0,0,0.000,0.000,0,,0
N120331_N120407_1,,N120331,N120407,,69.000,0.00000000,0.02448000,139.700,139.700,0,0,0.000,0.000,0,,0
N120410_N120331_1,,N120410,N120331,,69.000,0.00000000,0.04388000,105.900,105.900,0,0,0.000,0.000,0,,0
N120489_N120331_1,,N120489,N120331,,69.000,0.00000000,0.02133000,114.300,114.300,0,0,0.000,0.000,0,,0
N120332_N120407_1,,N120332,N120407,,69.000,0.00000000,0.02566000,142.500,142.500,0,0,0.000,0.000,0,,0
N120334_N120409_1,,N120334,N120409,,69.000,0.00000000,0.02667000,117.300,117.300,0,0,0.000,0.000,0,,0
N120335_N120489_1,,N120335,N120489,,69.000,0.00000000,0.02691000,81.600,81.600,0,0,0.000,0.000,0,,0
N120336_N120441_1,,N120336,N120441,,138.000,0.00000000,0.02802000,335.400,335.400,0,0,0.000,0.000,0,,0
N120336_N120441_2,,N120336,N120441,,138.000,0.00000000,0.02802000,335.400,335.400,0,0,0.000,0.000,0,,0
N120340_N120338_1,,N120340,N120338,,138.000,0.00000000,0.01138000,314.100,314.100,0,0,0.000,0.000,0,,0
N120475_N120339_1,,N120475,N120339,,69.000,0.00000000,0.02885000,140.000,140.000,0,0,0.000,0.000,0,,0
N120340_N120441_1,,N120340,N120441,,138.000,0.00000000,0.03228000,342.600,342.600,0,0,0.000,0.000,0,,0
N120340_N120441_2,,N120340,N120441,,138.000,0.00000000,0.03228000,342.600,342.600,0,0,0.000,0.000,0,,0
N120343_N120345_1,,N120343,N120345,,69.000,0.00000000,0.04625000,113.000,113.000,0,0,0.000,0.000,0,,0
N120348_N120343_1,,N120348,N120343,,69.000,0.00000000,0.03468000,125.600,125.600,0,0,0.000,0.000,0,,0
N120344_N120347_1,,N120344,N120347,,69.000,0.00000000,0.05592000,113.400,113.400,0,0,0.000,0.000,0,,0
N120349_N120344_1,,N120349,N120344,,69.000,0.00000000,0.04540000,121.300,121.300,0,0,0.000,0.000,0,,0
N120345_N120347_1,,N120345,N120347,,69.000,0.00000000,0.06102000,106.300,106.300,0,0,0.000,0.000,0,,0
N120347_N120346_1,,N120347,N120346,,69.000,0.00000000,0.08250000,135.100,135.100,0,0,0.000,0.000,0,,0
N120346_N270120_1,,N120346,N270120,,69.000,0.00000000,0.04587000,132.100,132.100,0,0,0.000,0.000,0,,0
N120348_N120489_1,,N120348,N120489,,69.000,0.00000000,0.05055000,133.200,133.200,0,0,0.000,0.000,0,,0
N120349_N120428_1,,N120349,N120428,,69.000,0.00000000,0.05572000,121.900,121.900,0,0,0.000,0.000,0,,0
N120349_N120508_1,,N120349,N120508,,69.000,0.00000000,0.06096000,118.200,118.200,0,0,0.000,0.000,0,,0
N120350_N270114_1,,N120350,N270114,,69.000,0.00000000,0.04355000,122.500,122.500,0,0,0.000,0.000,0,,0
N120350_N270120_1,,N120350,N270120,,69.000,0.00000000,0.03120000,123.500,123.500,0,0,0.000,0.000,0,,0
N120437_N120351_1,,N120437,N120351,,345.000,0.00000000,0.01497000,1172.600,1172.600,0,1,0.000,0.000,0,,0
N270001_N120351_1,,N270001,N120351,,345.000,0.00000000,0.01993000,1124.700,1124.700,0,1,0.000,0.000,0,,0
N120356_N120352_1,,N120356,N120352,,138.000,0.00000000,0.01786000,370.000,370.000,0,0,0.000,0.000,0,,0
N120356_N120352_2,,N120356,N120352,,138.000,0.00000000,0.01786000,370.000,370.000,0,0,0.000,0.000,0,,0
N120363_N120352_1,,N120363,N120352,,138.000,0.00000000,0.03345000,345.800,345.800,0,0,0.000,0.000,0,,0
N120363_N120352_2,,N120363,N120352,,138.000,0.00000000,0.03345000,345.800,345.800,0,0,0.000,0.000,0,,0
N120352_N120380_1,,N120352,N120380,,138.000,0.00000000,0.03844000,327.700,327.700,0,0,0.000,0.000,0,,0
N120353_N120361_1,,N120353,N120361,,69.000,0.00000000,0.04177000,109.300,109.300,0,0,0.000,0.000,0,,0
N120365_N120353_1,,N120365,N120353,,69.000,0.00000000,0.06029000,100.400,100.400,0,0,0.000,0.000,0,,0
N120360_N120357_1,,N120360,N120357,,69.000,0.00000000,0.01616000,88.800,88.800,0,0,0.000,0.000,0,,0
N120357_N120367_1,,N120357,N120367,,69.000,0.00000000,0.03046000,95.400,95.400,0,0,0.000,0.000,0,,0
N120361_N120362_1,,N120361,N120362,,69.000,0.00000000,0.03895000,97.200,97.200,0,0,0.000,0.000,0,,0
N120362_N120364_1,,N120362,N120364,,69.000,0.00000000,0.02847000,115.500,115.500,0,0,0.000,0.000,0,,0
N120363_N120369_1,,N120363,N120369,,138.000,0.00000000,0.01209000,319.500,319.500,0,0,0.000,0.000,0,,0
N120363_N120380_1,,N120363,N120380,,138.000,0.00000000,0.01785000,300.000,300.000,0,0,0.000,0.000,0,,0
N120366_N120364_1,,N120366,N120364,,69.000,0.00000000,0.02485000,136.200,136.200,0,0,0.000,0.000,0,,0
N120365_N120367_1,,N120365,N120367,,69.000,0.00000000,0.02054000,110.900,110.900,0,0,0.000,0.000,0,,0
N120378_N120366_1,,N120378,N120366,,69.000,0.00000000,0.03749000,137.600,137.600,0,0,0.000,0.000,0,,0
N120370_N120368_1,,N120370,N120368,,69.000,0.00000000,0.02644000,151.200,151.200,0,0,0.000,0.000,0,,0
N120380_N120369_1,,N120380,N120369,,138.000,0.00000000,0.01362000,291.600,291.600,0,0,0.000,0.000,0,,0
N120370_N120384_1,,N120370,N120384,,69.000,0.00000000,0.01579000,145.400,145.400,0,0,0.000,0.000,0,,0
N120372_N120383_1,,N120372,N120383,,69.000,0.00000000,0.02486000,123.400,123.400,0,0,0.000,0.000,0,,0
N120375_N120373_1,,N120375,N120373,,69.000,0.00000000,0.02995000,118.000,118.000,0,0,0.000,0.000,0,,0
N120374_N120380_1,,N120374,N120380,,138.000,0.00000000,0.01954000,282.700,282.700,0,0,0.000,0.000,0,,0
N120378_N120376_1,,N120378,N120376,,69.000,0.00000000,0.02706000,117.100,117.100,0,0,0.000,0.000,0,,0
N120376_N120382_1,,N120376,N120382,,69.000,0.00000000,0.03038000,100.000,100.000,0,0,0.000,0.000,0,,0
N120378_N120379_1,,N120378,N120379,,69.000,0.00000000,0.03260000,146.700,146.700,0,0,0.000,0.000,0,,0
N120379_N120381_1,,N120379,N120381,,69.000,0.00000000,0.01423000,160.700,160.700,0,0,0.000,0.000,0,,0
N120381_N120384_1,,N120381,N120384,,69.000,0.00000000,0.02031000,142.500,142.500,0,0,0.000,0.000,0,,0
N120382_N120383_1,,N120382,N120383,,69.000,0.00000000,0.01851000,135.800,135.800,0,0,0.000,0.000,0,,0
N120382_N120385_1,,N120382,N120385,,69.000,0.00000000,0.02760000,112.500,112.500,0,0,0.000,0.000,0,,0
N120386_N120384_1,,N120386,N120384,,69.000,0.00000000,0.02456000,123.300,123.300,0,0,0.000,0.000,0,,0
N120394_N120387_1,,N120394,N120387,,69.000,0.00000000,0.03568000,112.500,112.500,0,0,0.000,0.000,0,,0
N120387_N120397_1,,N120387,N120397,,69.000,0.00000000,0.03367000,140.100,140.100,0,0,0.000,0.000,0,,0
N120388_N120392_1,,N120388,N120392,,69.000,0.00000000,0.02236000,124.800,124.800,0,0,0.000,0.000,0,,0
N120388_N120397_1,,N120388,N120397,,69.000,0.00000000,0.03164000,113.000,113.000,0,0,0.000,0.000,0,,0
N120388_N120399_1,,N120388,N120399,,69.000,0.00000000,0.03206000,121.900,121.900,0,0,0.000,0.000,0,,0
N120389_N120391_1,,N120389,N120391,,69.000,0.00000000,0.03037000,146.300,146.300,0,0,0.000,0.000,0,,0
N120392_N120389_1,,N120392,N120389,,69.000,0.00000000,0.03789000,119.700,119.700,0,0,0.000,0.000,0,,0
N120389_N120395_1,,N120389,N120395,,69.000,0.00000000,0.01794000,159.100,159.100,0,0,0.000,0.000,0,,0
N120398_N120390_1,,N120398,N120390,,138.000,0.00000000,0.01164000,325.000,325.000,0,0,0.000,0.000,0,,0
N120390_N120416_1,,N120390,N120416,,138.000,0.00000000,0.01459000,330.600,330.600,0,0,0.000,0.000,0,,0
N120391_N120423_1,,N120391,N120423,,69.000,0.00000000,0.02809000,136.500,136.500,0,0,0.000,0.000,0,,0
N120475_N120392_1,,N120475,N120392,,69.000,0.00000000,0.02433000,143.500,143.500,0,0,0.000,0.000,0,,0
N120397_N120393_1,,N120397,N120393,,69.000,0.00000000,0.01962000,122.700,122.700,0,0,0.000,0.000,0,,0
N120399_N120394_1,,N120399,N120394,,69.000,0.00000000,0.01959000,140.500,140.500,0,0,0.000,0.000,0,,0
N120395_N120508_1,,N120395,N120508,,69.000,0.00000000,0.00843000,113.500,113.500,0,0,0.000,0.000,0,,0
N120396_N120504_1,,N120396,N120504,,138.000,0.00000000,0.01522000,283.700,283.700,0,0,0.000,0.000,0,,0
N120400_N120402_1,,N120400,N120402,,69.000,0.00000000,0.02510000,107.800,107.800,0,0,0.000,0.000,0,,0
N120400_N120513_1,,N120400,N120513,,69.000,0.00000000,0.06757000,116.200,116.200,0,0,0.000,0.000,0,,0
N120401_N120411_1,,N120401,N120411,,138.000,0.00000000,0.00409000,267.800,267.800,0,0,0.000,0.000,0,,0
N120433_N120401_1,,N120433,N120401,,138.000,0.00000000,0.01890000,299.700,299.700,0,0,0.000,0.000,0,,0
N120403_N120433_1,,N120403,N120433,,138.000,0.00000000,0.01297000,281.200,281.200,0,0,0.000,0.000,0,,0
N120409_N120405_1,,N120409,N120405,,69.000,0.00000000,0.01545000,142.000,142.000,0,0,0.000,0.000,0,,0
N120412_N120405_1,,N120412,N120405,,69.000,0.00000000,0.01255000,128.000,128.000,0,0,0.000,0.000,0,,0
N120411_N120406_1,,N120411,N120406,,138.000,0.00000000,0.01214000,311.300,311.300,0,0,0.000,0.000,0,,0
N120501_N120406_1,,N120501,N120406,,138.000,0.00000000,0.01835000,321.100,321.100,0,0,0.000,0.000,0,,0
N120414_N120407_1,,N120414,N120407,,69.000,0.00000000,0.02183000,121.400,121.400,0,0,0.000,0.000,0,,0
N120408_N120413_1,,N120408,N120413,,69.000,0.00000000,0.02039000,113.100,113.100,0,0,0.000,0.000,0,,0
N120409_N120410_1,,N120409,N120410,,69.000,0.00000000,0.03755000,143.000,143.000,0,0,0.000,0.000,0,,0
N120413_N120412_1,,N120413,N120412,,69.000,0.00000000,0.04583000,99.600,99.600,0,0,0.000,0.000,0,,0
N120413_N120414_1,,N120413,N120414,,69.000,0.00000000,0.04564000,122.600,122.600,0,0,0.000,0.000,0,,0
N120437_N120415_1,,N120437,N120415,,345.000,0.00000000,0.01095000,1149.500,1149.500,0,1,0.000,0.000,0,,0
N120415_N120440_1,,N120415,N120440,,345.000,0.00000000,0.01201000,1136.100,1136.100,0,1,0.000,0.000,0,,0
N120415_N270216_1,,N120415,N270216,,345.000,0.00000000,0.00768000,1233.200,1233.200,0,1,0.000,0.000,0,,0
N120416_N120418_1,,N120416,N120418,,138.000,0.00000000,0.01680000,317.000,317.000,0,0,0.000,0.000,0,,0
N120427_N120416_1,,N120427,N120416,,138.000,0.00000000,0.00914000,317.200,317.200,0,0,0.000,0.000,0,,0
N120417_N120420_1,,N120417,N120420,,69.000,0.00000000,0.02107000,145.500,145.500,0,0,0.000,0.000,0,,0
N120417_N120423_1,,N120417,N120423,,69.000,0.00000000,0.02955000,126.600,126.600,0,0,0.000,0.000,0,,0
N120417_N120426_1,,N120417,N120426,,69.000,0.00000000,0.02835000,125.200,125.200,0,0,0.000,0.000,0,,0
N120425_N120419_1,,N120425,N120419,,69.000,0.00000000,0.05802000,134.400,134.400,0,0,0.000,0.000,0,,0
N120431_N120419_1,,N120431,N120419,,69.000,0.00000000,0.03355000,130.600,130.600,0,0,0.000,0.000,0,,0
N120419_N120432_1,,N120419,N120432,,69.000,0.00000000,0.02327000,135.400,135.400,0,0,0.000,0.000,0,,0
N120420_N120424_1,,N120420,N120424,,69.000,0.00000000,0.05743000,137.900,137.900,0,0,0.000,0.000,0,,0
N120421_N120428_1,,N120421,N120428,,69.000,0.00000000,0.02202000,153.400,153.400,0,0,0.000,0.000,0,,0
N120430_N120421_1,,N120430,N120421,,69.000,0.00000000,0.02120000,134.100,134.100,0,0,0.000,0.000,0,,0
N120421_N120431_1,,N120421,N120431,,69.000,0.00000000,0.01704000,135.400,135.400,0,0,0.000,0.000,0,,0
N120423_N120422_1,,N120423,N120422,,69.000,0.00000000,0.02441000,115.200,115.200,0,0,0.000,0.000,0,,0
N120422_N120428_1,,N120422,N120428,,69.000,0.00000000,0.01742000,157.700,157.700,0,0,0.000,0.000,0,,0
N120429_N120422_1,,N120429,N120422,,69.000,0.00000000,0.02723000,126.300,126.300,0,0,0.000,0.000,0,,0
N120424_N270184_1,,N120424,N270184,,69.000,0.00000000,0.06032000,134.700,134.700,0,0,0.000,0.000,0,,0
N270176_N120425_1,,N270176,N120425,,69.000,0.00000000,0.03350000,129.100,129.100,0,0,0.000,0.000,0,,0
N120426_N120429_1,,N120426,N120429,,69.000,0.00000000,0.01183000,101.800,101.800,0,0,0.000,0.000,0,,0
N120430_N270183_1,,N120430,N270183,,69.000,0.00000000,0.03374000,130.000,130.000,0,0,0.000,0.000,0,,0
N120440_N120437_1,,N120440,N120437,,345.000,0.00000000,0.00309000,1089.900,1089.900,0,1,0.000,0.000,0,,0
N120462_N120437_1,,N120462,N120437,,345.000,0.00000000,0.00017000,1459.000,1459.000,0,1,0.000,0.000,0,,0
N120471_N120440_1,,N120471,N120440,,345.000,0.00000000,0.00015000,1122.300,1122.300,0,1,0.000,0.000,0,,0
N120441_N120501_1,,N120441,N120501,,138.000,0.00000000,0.02035000,327.000,327.000,0,0,0.000,0.000,0,,0
N180138_N120447_1,,N180138,N120447,,345.000,0.00000000,0.05245000,1123.700,1123.700,0,1,0.000,0.000,0,,0
N120462_N120468_1,,N120462,N120468,,345.000,0.00000000,0.00021000,1092.600,1092.600,0,1,0.000,0.000,0,,0
N120468_N120494_1,,N120468,N120494,,345.000,0.00000000,0.00976000,1133.900,1133.900,0,1,0.000,0.000,0,,0
N120494_N120471_1,,N120494,N120471,,345.000,0.00000000,0.00963000,1164.300,1164.300,0,1,0.000,0.000,0,,0
