Injector,Name,Area,LoadFlag,Link,MaxMw,MinMw,RaiseRR,LowerRR,MinTime,RampSuSd,EnergyCost,CostAdder,RampUpCost,RampDnCost
N140342_2,Sand Hill SH3,,0,0,47.300,0.000,3.183,3.183,0.000,0,0.000,0.000,0.000,0.000
N140343_1,Sand Hill SH6,,0,0,47.300,0.000,3.183,3.183,0.000,0,0.000,0.000,0.000,0.000
N140343_2,Sand Hill SH7,,0,0,47.300,0.000,3.183,3.183,0.000,0,0.000,0.000,0.000,0.000
N140350_1,Hal C Weaver Power Plant GEN8,,0,0,46.500,0.000,2.000,2.000,0.000,0,23.636,0.000,0.000,0.000
N140350_2,Hal C Weaver Power Plant GEN10,,0,0,33.000,0.000,2.000,2.000,0.000,0,23.636,0.000,0.000,0.000
N140351_1,Hal C Weaver Power Plant GEN7,,0,0,27.600,0.000,2.000,2.000,0.000,0,23.636,0.000,0.000,0.000
N140351_2,Hal C Weaver Power Plant GEN9,,0,0,26.100,0.000,2.000,2.000,0.000,0,23.636,0.000,0.000,0.000
N140357_1,Lost Pines 1 Power Project ST,,0,0,172.000,0.000,5.160,5.160,0.000,0,31.812,0.000,0.000,0.000
N140358_1,Lost Pines 1 Power Project CTA,,0,0,169.000,0.000,5.070,5.070,0.000,0,31.812,0.000,0.000,0.000
N140359_1,Lost Pines 1 Power Project CTB,,0,0,169.000,0.000,5.070,5.070,0.000,0,31.812,0.000,0.000,0.000
N140361_1,Bastrop Energy Center 3,,0,0,227.000,0.000,6.810,6.810,0.000,0,0.000,0.000,0.000,0.000
N140362_1,Bastrop Energy Center 1,,0,0,149.000,0.000,4.470,4.470,0.000,0,0.000,0.000,0.000,0.000
N140363_1,Bastrop Energy Center 2,,0,0,149.000,0.000,4.470,4.470,0.000,0,0.000,0.000,0.000,0.000
N140374_1,Winchester Power Park CGT2,,0,0,44.000,0.000,2.961,2.961,0.000,0,0.000,0.000,0.000,0.000
N140374_2,Winchester Power Park CGT1,,0,0,44.000,0.000,2.961,2.961,0.000,0,0.000,0.000,0.000,0.000
N140375_1,Winchester Power Park CGT4,,0,0,44.000,0.000,2.961,2.961,0.000,0,0.000,0.000,0.000,0.000
N140375_2,Winchester Power Park CGT3,,0,0,44.000,0.000,2.961,2.961,0.000,0,0.000,0.000,0.000,0.000
N140377_1,Webberville Solar Project AES1,,0,0,30.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N150428_1,Graham 2,,0,0,390.000,0.000,11.700,11.700,0.000,0,0.000,0.000,0.000,0.000
N150429_1,Graham 1,,0,0,234.000,0.000,7.020,7.020,0.000,0,0.000,0.000,0.000,0.000
N150431_1,Handley 4,,0,0,435.000,0.000,13.050,13.050,0.000,0,0.000,0.000,0.000,0.000
N150433_1,Handley 3,,0,0,395.000,0.000,11.850,11.850,0.000,0,0.000,0.000,0.000,0.000
N150435_1,R W Miller 4,,0,0,104.000,0.000,6.999,6.999,0.000,0,0.000,0.000,0.000,0.000
N150436_1,R W Miller 5,,0,0,104.000,0.000,6.999,6.999,0.000,0,0.000,0.000,0.000,0.000
N150437_1,R W Miller 3,,0,0,200.000,0.000,6.000,6.000,0.000,0,0.000,0.000,0.000,0.000
N150439_1,R W Miller 1,,0,0,66.000,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N150441_1,Comanche Peak 1,,0,0,1205.000,0.000,60.250,60.250,0.000,0,0.000,0.000,0.000,0.000
N150442_1,Comanche Peak 2,,0,0,1195.000,0.000,59.750,59.750,0.000,0,0.000,0.000,0.000,0.000
N150445_1,DeCordova Steam Electric Station CT1,,0,0,71.000,0.000,4.778,4.778,0.000,0,0.000,0.000,0.000,0.000
N150446_1,DeCordova Steam Electric Station CT2,,0,0,70.000,0.000,4.711,4.711,0.000,0,0.000,0.000,0.000,0.000
N150447_1,DeCordova Steam Electric Station CT3,,0,0,70.000,0.000,4.711,4.711,0.000,0,0.000,0.000,0.000,0.000
N150448_1,DeCordova Steam Electric Station CT4,,0,0,71.000,0.000,4.778,4.778,0.000,0,0.000,0.000,0.000,0.000
N150451_1,Signal Hill Generating LLC GTA,,0,0,19.700,0.000,2.000,2.000,0.000,0,76.257,0.000,0.000,0.000
N150452_1,Signal Hill Generating LLC GTB,,0,0,19.700,0.000,2.000,2.000,0.000,0,76.257,0.000,0.000,0.000
N150454_1,Signal Hill Generating LLC GTC,,0,0,19.700,0.000,2.000,2.000,0.000,0,76.257,0.000,0.000,0.000
N150454_2,Signal Hill Generating LLC STD,,0,0,17.000,0.000,2.000,2.000,0.000,0,76.257,0.000,0.000,0.000
N150462_1,Johnson County GT-1,,0,0,163.000,0.000,4.890,4.890,0.000,0,35.772,0.000,0.000,0.000
N150463_1,Johnson County ST-1,,0,0,104.000,0.000,3.120,3.120,0.000,0,35.772,0.000,0.000,0.000
N150476_1,Wolf Hollow I LP ST,,0,0,280.000,0.000,8.400,8.400,0.000,0,33.835,0.000,0.000,0.000
N150477_1,Wolf Hollow I LP CTG1,,0,0,212.500,0.000,6.375,6.375,0.000,0,33.835,0.000,0.000,0.000
N150478_1,Wolf Hollow I LP CTG2,,0,0,212.500,0.000,6.375,6.375,0.000,0,33.835,0.000,0.000,0.000
N150481_1,Jack County ST1,,0,0,290.500,0.000,8.715,8.715,0.000,0,32.024,0.000,0.000,0.000
N150482_1,Jack County ST2,,0,0,290.500,0.000,8.715,8.715,0.000,0,32.024,0.000,0.000,0.000
N150483_1,Jack County CT1,,0,0,165.000,0.000,4.950,4.950,0.000,0,32.024,0.000,0.000,0.000
N150484_1,Jack County CT2,,0,0,165.000,0.000,4.950,4.950,0.000,0,32.024,0.000,0.000,0.000
N150485_1,Jack County CT3,,0,0,165.000,0.000,4.950,4.950,0.000,0,32.024,0.000,0.000,0.000
N150486_1,Jack County CT4,,0,0,165.000,0.000,4.950,4.950,0.000,0,32.024,0.000,0.000,0.000
N150488_1,Wise County Power LLC ST1,,0,0,230.000,0.000,6.900,6.900,0.000,0,31.808,0.000,0.000,0.000
N150489_1,Wise County Power LLC GT1,,0,0,225.000,0.000,6.750,6.750,0.000,0,31.808,0.000,0.000,0.000
N150490_1,Wise County Power LLC GT2,,0,0,225.000,0.000,6.750,6.750,0.000,0,31.808,0.000,0.000,0.000
N150492_1,Silver Star I Wind Power Project 1,,0,0,60.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N150496_1,Barton Chapel Wind Farm BC,,0,0,120.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N150499_1,Trinity Hills 1,,0,0,225.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N150502_1,Bobcat Bluff Wind Project LLC GEN1,,0,0,161.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N150505_1,Senate Wind LLC GEN1,,0,0,150.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N150507_1,Wolf Ridge Wind 1,,0,0,112.500,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N150510_1,Blue Summit Wind LLC GEN1,,0,0,135.400,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N150512_1,Keechi Wind KW1,,0,0,110.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N150515_1,Shannon Wind SHAN1,,0,0,204.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N150517_1,Windthorst-2 WND2,,0,0,67.600,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N150520_1,Green Pastures Wind I GPI,,0,0,150.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N150524_1,Wolf Hollow II CGT4,,0,0,327.800,0.000,9.834,9.834,0.000,0,0.000,0.000,0.000,0.000
N150525_1,Wolf Hollow II CGT5,,0,0,329.300,0.000,9.879,9.879,0.000,0,0.000,0.000,0.000,0.000
N150528_1,Electra Wind Farm EWF,,0,0,230.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N150531_1,Tyler Bluff Wind Project  LLC GEN1,,0,0,125.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N150534_1,Buckthorn Wind Project BWIND,,0,0,100.500,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N150541_1,Denton Energy Center 44532,,0,0,18.800,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N150541_2,Denton Energy Center 44531,,0,0,18.800,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N150542_1,Denton Energy Center 44533,,0,0,18.800,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N150543_1,Denton Energy Center 44535,,0,0,18.800,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N150543_2,Denton Energy Center 44534,,0,0,18.800,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N150544_1,Denton Energy Center 44536,,0,0,18.800,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N150544_2,Denton Energy Center 44537,,0,0,18.800,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N150545_1,Denton Energy Center 44538,,0,0,18.800,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N150545_2,Denton Energy Center 44539,,0,0,18.800,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N150546_1,Denton Energy Center 44541,,0,0,18.800,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N150546_2,Denton Energy Center 44540,,0,0,18.800,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N150547_1,Denton Energy Center 44542,,0,0,18.800,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N150549_1,Seymour Hills Wind Project  LLC WTGS,,0,0,30.200,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N150552_1,Lockett Windfarm LOC,,0,0,183.800,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N150554_1,TPE Whitney Solar  LLC TXWHT,,0,0,9.900,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N160189_1,Nueces Bay 7,,0,0,319.000,0.000,9.570,9.570,0.000,0,34.003,0.000,0.000,0.000
N160190_1,Nueces Bay 8,,0,0,157.000,0.000,4.710,4.710,0.000,0,34.003,0.000,0.000,0.000
N160191_1,Nueces Bay 9,,0,0,157.000,0.000,4.710,4.710,0.000,0,34.003,0.000,0.000,0.000
N160194_1,Victoria 7,,0,0,175.000,0.000,5.250,5.250,0.000,0,35.050,0.000,0.000,0.000
N160195_1,Victoria 5,,0,0,125.000,0.000,3.750,3.750,0.000,0,35.050,0.000,0.000,0.000
N160198_1,Sam Rayburn 7,,0,0,49.000,0.000,2.000,2.000,0.000,0,40.833,0.000,0.000,0.000
N160199_1,Sam Rayburn 8,,0,0,49.000,0.000,2.000,2.000,0.000,0,40.833,0.000,0.000,0.000
N160199_2,Sam Rayburn 9,,0,0,48.000,0.000,2.000,2.000,0.000,0,40.833,0.000,0.000,0.000
N160200_1,Sam Rayburn 10,,0,0,37.000,0.000,2.000,2.000,0.000,0,40.833,0.000,0.000,0.000
N160206_1,Barney M Davis 3,,0,0,157.000,0.000,4.710,4.710,0.000,0,34.001,0.000,0.000,0.000
N160207_1,Barney M Davis 4,,0,0,157.000,0.000,4.710,4.710,0.000,0,34.001,0.000,0.000,0.000
N160208_1,Barney M Davis 1,,0,0,300.000,0.000,9.000,9.000,0.000,0,0.000,0.000,0.000,0.000
N160210_1,Coleto Creek 1,,0,0,655.000,0.000,12.707,12.707,0.000,0,0.000,0.000,0.000,0.000
N160214_1,Ticona Polymers Inc GEN5,,0,0,32.500,0.000,2.187,2.187,0.000,0,43.473,0.000,0.000,0.000
N160216_1,Formosa Utility Venture Ltd TBG1,,0,0,72.000,0.000,2.160,2.160,0.000,0,24.077,0.000,0.000,0.000
N160217_1,Formosa Utility Venture Ltd TBG2,,0,0,72.000,0.000,2.160,2.160,0.000,0,24.077,0.000,0.000,0.000
N160218_1,Formosa Utility Venture Ltd TBG3,,0,0,72.000,0.000,2.160,2.160,0.000,0,24.077,0.000,0.000,0.000
N160219_1,Formosa Utility Venture Ltd TBG4,,0,0,72.000,0.000,2.160,2.160,0.000,0,24.077,0.000,0.000,0.000
N160220_1,Formosa Utility Venture Ltd TBG5,,0,0,72.000,0.000,2.160,2.160,0.000,0,24.077,0.000,0.000,0.000
N160221_1,Formosa Utility Venture Ltd TBG6,,0,0,72.000,0.000,2.160,2.160,0.000,0,24.077,0.000,0.000,0.000
N160222_1,Formosa Utility Venture Ltd ST2,,0,0,57.500,0.000,2.000,2.000,0.000,0,24.077,0.000,0.000,0.000
N160223_1,Formosa Utility Venture Ltd ST3,,0,0,47.300,0.000,2.000,2.000,0.000,0,24.077,0.000,0.000,0.000
N160223_2,Formosa Utility Venture Ltd BO3,,0,0,32.000,0.000,2.000,2.000,0.000,0,24.077,0.000,0.000,0.000
N160224_1,Formosa Utility Venture Ltd ST1,,0,0,28.500,0.000,2.000,2.000,0.000,0,24.077,0.000,0.000,0.000
N160226_1,Victoria Texas Plant GEN1,,0,0,75.000,0.000,5.048,5.048,0.000,0,25.335,0.000,0.000,0.000
N160228_1,Corpus Refinery FR6,,0,0,32.000,0.000,2.154,2.154,0.000,0,24.671,0.000,0.000,0.000
N160236_1,Union Carbide Seadrift Cogen GEN6,,0,0,30.000,0.000,2.000,2.000,0.000,0,27.128,0.000,0.000,0.000
N160236_2,Union Carbide Seadrift Cogen GE11,,0,0,30.000,0.000,2.000,2.000,0.000,0,27.128,0.000,0.000,0.000
N160237_1,Union Carbide Seadrift Cogen GEN8,,0,0,30.000,0.000,2.000,2.000,0.000,0,27.128,0.000,0.000,0.000
N160246_1,Corpus Christi GEN1,,0,0,33.000,0.000,2.221,2.221,0.000,0,31.271,0.000,0.000,0.000
N160249_1,Gregory Power Plant GT1A,,0,0,141.000,0.000,4.230,4.230,0.000,0,24.258,0.000,0.000,0.000
N160250_1,Gregory Power Plant GT1B,,0,0,140.000,0.000,4.200,4.200,0.000,0,24.258,0.000,0.000,0.000
N160251_1,Gregory Power Plant STG,,0,0,85.000,0.000,2.550,2.550,0.000,0,24.258,0.000,0.000,0.000
N160253_1,Corpus Christi Energy Center CT1,,0,0,152.000,0.000,4.560,4.560,0.000,0,28.476,0.000,0.000,0.000
N160255_1,Corpus Christi Energy Center ST1,,0,0,165.000,0.000,4.950,4.950,0.000,0,28.476,0.000,0.000,0.000
N160258_1,Ingleside Cogeneration CTG1,,0,0,155.000,0.000,4.650,4.650,0.000,0,23.454,0.000,0.000,0.000
N160259_1,Ingleside Cogeneration CTG2,,0,0,155.000,0.000,4.650,4.650,0.000,0,23.454,0.000,0.000,0.000
N160260_1,Ingleside Cogeneration STG,,0,0,150.000,0.000,4.500,4.500,0.000,0,23.454,0.000,0.000,0.000
N160263_1,Pattern Gulf Wind 1,,0,0,283.200,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N160266_1,CFB Power Plant G2101,,0,0,143.100,0.000,4.293,4.293,0.000,0,54.852,0.000,0.000,0.000
N160267_1,CFB Power Plant G2201,,0,0,143.100,0.000,4.293,4.293,0.000,0,55.293,0.000,0.000,0.000
N160270_1,Penascal Wind Power LLC 1,,0,0,201.600,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N160273_1,Papalote Creek I LLC 1,,0,0,180.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N160275_1,Penascal II Wind Project LLC 1,,0,0,201.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N160278_1,Papalote Creek II LLC 1,,0,0,200.100,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N160281_1,Baffin Wind 1,,0,0,188.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N160286_1,Patriot Wind Farm PAT1,,0,0,226.100,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N160288_1,Stella Wind Farm WT1,,0,0,201.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N160291_1,Chapman Ranch Wind I CHA1,,0,0,249.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N160293_1,Port Comfort Power LLC PC1,,0,0,45.000,0.000,3.029,3.029,0.000,0,0.000,0.000,0.000,0.000
N160294_1,Port Comfort Power LLC PC2,,0,0,45.000,0.000,3.029,3.029,0.000,0,0.000,0.000,0.000,0.000
N160297_1,Victoria Port Power LLC VP-1,,0,0,50.000,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N160298_1,Victoria Port Power LLC VP-2,,0,0,50.000,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N160301_1,Karankawa Wind LLC WT1,,0,0,307.100,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N160303_1,Midway Wind  LLC MIDWY,,0,0,162.900,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N170518_1,Lake Hubbard 2,,0,0,523.000,0.000,15.690,15.690,0.000,0,0.000,0.000,0.000,0.000
N170519_1,Lake Hubbard 1,,0,0,392.000,0.000,11.760,11.760,0.000,0,0.000,0.000,0.000,0.000
N170522_1,Ray Olinger 1,,0,0,75.000,0.000,2.250,2.250,0.000,0,0.000,0.000,0.000,0.000
N170523_1,Ray Olinger 3,,0,0,138.000,0.000,4.140,4.140,0.000,0,0.000,0.000,0.000,0.000
N170524_1,Ray Olinger 2,,0,0,107.000,0.000,3.210,3.210,0.000,0,0.000,0.000,0.000,0.000
N170525_1,Ray Olinger 4,,0,0,75.000,0.000,5.048,5.048,0.000,0,0.000,0.000,0.000,0.000
N170528_1,Powerlane Plant EP,,0,0,8.200,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N170529_1,Powerlane Plant EP3,,0,0,8.200,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N170529_2,Powerlane Plant ST3,,0,0,41.000,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N170530_1,Powerlane Plant ST2,,0,0,23.000,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N170530_2,Powerlane Plant ST1,,0,0,18.000,0.000,2.000,2.000,0.000,0,0.000,0.000,0.000,0.000
N170532_1,Spencer 4,,0,0,61.000,0.000,2.000,2.000,0.000,0,57.420,0.000,0.000,0.000
N170533_1,Spencer 5,,0,0,61.000,0.000,2.000,2.000,0.000,0,59.137,0.000,0.000,0.000
N170535_1,Denison 1,,0,0,40.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N170536_1,Denison 2,,0,0,40.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N170540_1,Paris Energy Center GEN1,,0,0,78.000,0.000,2.340,2.340,0.000,0,38.529,0.000,0.000,0.000
N170541_1,Paris Energy Center GEN3,,0,0,78.000,0.000,2.340,2.340,0.000,0,38.529,0.000,0.000,0.000
N170542_1,Paris Energy Center GEN2,,0,0,80.000,0.000,2.400,2.400,0.000,0,38.529,0.000,0.000,0.000
N170550_1,Lamar Power Project STG1,,0,0,204.000,0.000,6.120,6.120,0.000,0,30.994,0.000,0.000,0.000
N170551_1,Lamar Power Project STG2,,0,0,204.000,0.000,6.120,6.120,0.000,0,30.994,0.000,0.000,0.000
N170552_1,Lamar Power Project CTG1,,0,0,161.000,0.000,4.830,4.830,0.000,0,30.994,0.000,0.000,0.000
N170553_1,Lamar Power Project CTG2,,0,0,153.000,0.000,4.590,4.590,0.000,0,30.994,0.000,0.000,0.000
N170554_1,Lamar Power Project CTG3,,0,0,153.000,0.000,4.590,4.590,0.000,0,30.994,0.000,0.000,0.000
N170555_1,Lamar Power Project CTG4,,0,0,161.000,0.000,4.830,4.830,0.000,0,30.994,0.000,0.000,0.000
N170564_1,Panda Sherman Power Station CTG-1,,0,0,206.000,0.000,6.180,6.180,0.000,0,33.453,0.000,0.000,0.000
N170565_1,Panda Sherman Power Station CTG-2,,0,0,205.000,0.000,6.150,6.150,0.000,0,33.453,0.000,0.000,0.000
N170577_1,Whitewright Solar GEN1,,0,0,10.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N170579_1,Leon Solar GEN1,,0,0,10.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N170583_1,Sterling Solar (TX) GEN1,,0,0,10.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N180111_1,Laredo 4,,0,0,90.100,0.000,6.064,6.064,0.000,0,0.000,0.000,0.000,0.000
N180114_1,Falcon Dam & Power 1,,0,0,10.500,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N180117_1,Falcon Dam & Power 3,,0,0,10.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N180119_1,Cedro Hill Wind LLC 1,,0,0,150.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N180121_1,Whitetail 1,,0,0,91.200,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N180123_1,Los Vientos Windpower III GEN1,,0,0,200.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N180126_1,Los Vientos Windpower IV GEN1,,0,0,200.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N180128_1,Sendero 1,,0,0,78.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N180131_1,Javelina Wind Energy  LLC GEWTG,,0,0,249.700,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N180134_1,Javelina Wind Energy II  LLC WJ21,,0,0,200.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N180137_1,Rio Bravo Windpower  LLC 1,,0,0,237.600,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N180140_1,Torrecillas Wind Energy  LLC TWE,,0,0,300.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N180143_1,Mesteno MES,,0,0,200.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N180145_1,Mars Solar 20,,0,0,10.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N190106_1,Brazos Wind Farm GEN1,,0,0,160.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190114_1,Scurry County Wind LP SCW,,0,0,130.500,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190118_1,McAdoo Wind Energy LLC 1,,0,0,150.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190120_1,Bull Creek Wind 1,,0,0,180.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N190123_1,Stephens Ranch Wind Energy LLC 1,,0,0,211.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190124_1,Stephens Ranch Wind Energy LLC 2,,0,0,165.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190129_1,Pattern Panhandle Wind LLC 1,,0,0,218.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190132_1,Grandview Wind Farm  LLC GRVWI,,0,0,211.200,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190134_1,Route 66 Wind Plant RT661,,0,0,150.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190136_1,Pattern Panhandle Wind 2 LLC 1,,0,0,181.700,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190139_1,Miami Wind Energy Center 1,,0,0,288.600,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190142_1,Wake Wind Energy Center 1,,0,0,257.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190145_1,Longhorn Wind GEN1,,0,0,200.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190147_1,TX Hereford Wind GEN1,,0,0,200.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190149_1,Spinning Spur Wind II GEN1,,0,0,161.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190152_1,Spinning Spur Wind III GEN1,,0,0,194.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190155_1,Mariah del Norte 44256,,0,0,230.400,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N190157_1,Colbeck s Corner  LLC GVII,,0,0,200.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190159_1,Fluvanna FLUV1,,0,0,155.400,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190162_1,South Plains Wind Phase I 1,,0,0,200.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190165_1,TX Jumbo Road Wind JRWND,,0,0,299.700,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190167_1,Green Pastures Wind II GPII,,0,0,150.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190169_1,Briscoe Wind Farm BFW,,0,0,150.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190172_1,South Plains II SPII,,0,0,300.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190177_1,Blue Cloud Wind Energy LLC WT1,,0,0,148.400,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N190182_1,Old Settler Wind OSWF,,0,0,151.200,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190185_1,Salt Fork Wind Project  LLC GEN1,,0,0,174.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190190_1,Astra Wind Farm ASTRA,,0,0,163.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190193_1,Dermott Wind DERM,,0,0,253.000,0.000,100.000,100.000,0.000,0,0.000,0.000,0.000,0.000
N190196_1,Foard City Wind FOARD,,0,0,350.300,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N190198_1,Gopher Creek Wind Farm GCWF,,0,0,158.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N190201_1,Tahoka Wind TAH,,0,0,300.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N190206_1,Blue Summit III Wind BS3,,0,0,200.200,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N190209_1,Canadian Breaks  LLC CBRKS,,0,0,210.100,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000
N200156_1,Silas Ray 9,,0,0,42.000,0.000,2.000,2.000,0.000,0,43.236,0.000,0.000,0.000
N200156_2,Silas Ray 6,,0,0,20.000,0.000,2.000,2.000,0.000,0,43.236,0.000,0.000,0.000
N200157_1,Silas Ray 10,,0,0,45.000,0.000,3.029,3.029,0.000,0,0.000,0.000,0.000,0.000
N200162_1,Rio Grande Valley Sugar Growers GEND,,0,0,10.000,0.000,2.000,2.000,0.000,0,22.835,0.000,0.000,0.000
N200168_1,Magic Valley Generating Station CTG1,,0,0,221.000,0.000,6.630,6.630,0.000,0,31.902,0.000,0.000,0.000
N200169_1,Magic Valley Generating Station CTG2,,0,0,221.000,0.000,6.630,6.630,0.000,0,31.902,0.000,0.000,0.000
N200172_1,Hidalgo Energy Center STG1,,0,0,172.000,0.000,5.160,5.160,0.000,0,0.000,0.000,0.000,0.000
N200173_1,Hidalgo Energy Center CTG1,,0,0,149.000,0.000,4.470,4.470,0.000,0,0.000,0.000,0.000,0.000
N200174_1,Hidalgo Energy Center CTG2,,0,0,149.000,0.000,4.470,4.470,0.000,0,0.000,0.000,0.000,0.000
