State,Enode,GenMw,LoadMw,GenNode,LoadNode
0,N110775,0.000,0.000,0,0
0,N110776,0.000,44.100,0,0
0,N110777,0.000,33.600,0,0
0,N110778,0.000,36.100,0,0
0,N110779,0.000,12.700,0,0
0,N110780,0.000,49.000,0,0
0,N110781,0.000,0.000,0,0
0,N110782,0.000,45.800,0,0
0,N110783,0.000,32.600,0,0
0,N110784,0.000,33.400,0,0
0,N110785,0.000,21.800,0,0
0,N110786,0.000,10.700,0,0
0,N110787,0.000,29.600,0,0
0,N110788,0.000,0.000,0,0
0,N110789,0.000,99.800,0,0
0,N110790,0.000,0.000,0,0
0,N110791,0.000,94.000,0,0
0,N110792,0.000,42.300,0,0
0,N110793,0.000,62.800,0,0
0,N110794,0.000,42.300,0,0
0,N110795,0.000,29.500,0,0
0,N110796,0.000,0.000,0,0
0,N110797,0.000,55.400,0,0
0,N110798,0.000,47.900,0,0
0,N110799,0.000,0.000,0,0
0,N110800,0.000,48.800,0,0
0,N110801,0.000,0.000,0,0
0,N110802,0.000,51.900,0,0
0,N110803,0.000,0.000,0,0
0,N110804,0.000,58.800,0,0
0,N110805,0.000,14.900,0,0
0,N110806,0.000,21.000,0,0
0,N110807,0.000,0.000,0,0
0,N110808,0.000,25.600,0,0
0,N110809,0.000,19.900,0,0
0,N110810,0.000,19.200,0,0
0,N110811,0.000,20.800,0,0
0,N110812,0.000,31.800,0,0
0,N110813,0.000,23.000,0,0
0,N110814,0.000,10.500,0,0
0,N110815,0.000,14.300,0,0
0,N110816,0.000,10.500,0,0
0,N110817,0.000,12.000,0,0
0,N110818,0.000,0.000,0,0
0,N110819,0.000,23.400,0,0
0,N110820,0.000,22.300,0,0
0,N110821,0.000,14.900,0,0
0,N110822,0.000,11.100,0,0
0,N110823,0.000,28.100,0,0
0,N110824,0.000,0.000,0,0
0,N110825,0.000,30.300,0,0
0,N110826,0.000,0.000,0,0
0,N110827,0.000,0.000,0,0
0,N110828,0.000,62.800,0,0
0,N110829,0.000,22.100,0,0
0,N110830,0.000,0.000,0,0
0,N110831,0.000,35.700,0,0
0,N110832,0.000,22.900,0,0
0,N110833,0.000,18.800,0,0
0,N110834,0.000,23.800,0,0
0,N110835,0.000,18.800,0,0
0,N110836,0.000,28.500,0,0
0,N110837,0.000,36.500,0,0
0,N110838,0.000,21.500,0,0
0,N110839,0.000,19.000,0,0
0,N110840,0.000,0.000,0,0
0,N110841,0.000,20.200,0,0
0,N110842,0.000,24.300,0,0
0,N110843,0.000,13.800,0,0
0,N110844,0.000,18.200,0,0
0,N110845,0.000,16.300,0,0
0,N110846,0.000,25.500,0,0
0,N110847,0.000,15.000,0,0
0,N110848,0.000,8.200,0,0
0,N110849,0.000,9.700,0,0
0,N110850,0.000,20.300,0,0
0,N110851,0.000,34.700,0,0
0,N110852,0.000,0.000,0,0
0,N110853,0.000,36.800,0,0
0,N110854,0.000,0.000,0,0
0,N110855,0.000,27.100,0,0
0,N110856,0.000,0.000,0,0
0,N110857,0.000,51.100,0,0
0,N110858,0.000,0.000,0,0
0,N110859,0.000,33.500,0,0
0,N110860,0.000,0.000,0,0
0,N110861,0.000,24.100,0,0
0,N110862,0.000,3.980,0,0
0,N110863,0.000,7.300,0,0
0,N110864,0.000,5.500,0,0
0,N110865,0.000,25.400,0,0
0,N110866,0.000,0.000,0,0
0,N110867,0.000,21.000,0,0
0,N110868,0.000,0.000,0,0
0,N110869,0.000,41.000,0,0
0,N110870,0.000,12.300,0,0
0,N110871,0.000,21.800,0,0
0,N110872,0.000,7.200,0,0
0,N110873,0.000,0.000,0,0
0,N110874,0.000,19.200,0,0
0,N110875,0.000,34.200,0,0
0,N110876,0.000,20.600,0,0
0,N110877,0.000,0.000,0,0
0,N110878,0.000,32.000,0,0
0,N110879,0.000,0.000,0,0
0,N110880,0.000,47.900,0,0
0,N110881,0.000,0.000,0,0
0,N110882,0.000,27.900,0,0
0,N110883,0.000,0.000,0,0
0,N110884,0.000,0.000,0,0
0,N110885,0.000,34.900,0,0
0,N110886,0.000,25.100,0,0
0,N110887,0.000,0.000,0,0
0,N110888,0.000,57.100,0,0
0,N110889,0.000,0.000,0,0
0,N110890,0.000,26.000,0,0
0,N110891,0.000,0.000,0,0
0,N110892,0.000,0.000,0,0
0,N110893,0.000,9.600,0,0
0,N110894,0.000,8.000,0,0
0,N110895,0.000,14.100,0,0
0,N110896,0.000,7.300,0,0
0,N110897,0.000,0.000,0,0
0,N110898,0.000,23.400,0,0
0,N110899,0.000,0.000,0,0
0,N110900,0.000,35.100,0,0
0,N110901,0.000,0.000,0,0
0,N110902,0.000,0.000,0,0
0,N110903,0.000,28.500,0,0
0,N110904,0.000,0.000,0,0
0,N110905,0.000,33.400,0,0
0,N110906,0.000,21.800,0,0
0,N110907,0.000,20.000,0,0
0,N110908,0.000,20.500,0,0
0,N110909,0.000,23.800,0,0
0,N110910,0.000,28.200,0,0
0,N110911,0.000,8.300,0,0
0,N110912,0.000,22.800,0,0
0,N110913,0.000,23.700,0,0
0,N110914,0.000,0.000,0,0
0,N110915,0.000,30.000,0,0
0,N110916,0.000,176.900,0,0
0,N110917,0.000,34.900,0,0
0,N110918,0.000,21.400,0,0
0,N110919,0.000,0.000,0,0
0,N110920,0.000,27.800,0,0
0,N110921,0.000,0.000,0,0
0,N110922,0.000,31.200,0,0
0,N110923,0.000,16.200,0,0
0,N110924,0.000,18.000,0,0
0,N110925,0.000,16.600,0,0
0,N110926,0.000,0.000,0,0
0,N110927,0.000,28.000,0,0
0,N110928,0.000,0.000,0,0
0,N110929,0.000,0.000,0,0
0,N110930,0.000,8.300,0,0
0,N110931,0.000,5.200,0,0
0,N110932,0.000,14.400,0,0
0,N110933,0.000,5.900,0,0
0,N110934,0.000,7.700,0,0
0,N110935,0.000,17.800,0,0
0,N110936,0.000,20.300,0,0
0,N110937,0.000,0.000,0,0
0,N110938,0.000,34.600,0,0
0,N110939,0.000,0.000,0,0
0,N110940,0.000,0.000,0,0
0,N110941,0.000,0.000,0,0
0,N110942,0.000,41.000,0,0
0,N110943,0.000,0.000,0,0
0,N110944,0.000,176.900,0,0
0,N110945,0.000,37.700,0,0
0,N110946,0.000,18.300,0,0
0,N110947,0.000,0.000,0,0
0,N110948,0.000,27.200,0,0
0,N110949,0.000,4.800,0,0
0,N110950,0.000,2.560,0,0
0,N110951,0.000,0.000,0,0
0,N110952,0.000,44.300,0,0
0,N110953,0.000,0.000,0,0
0,N110954,0.000,24.300,0,0
0,N110955,0.000,0.000,0,0
0,N110956,0.000,0.000,0,0
0,N110957,0.000,22.300,0,0
0,N110958,0.000,0.000,0,0
0,N110959,0.000,0.000,0,0
0,N110960,0.000,23.000,0,0
0,N110961,0.000,0.000,0,0
0,N110962,0.000,38.100,0,0
0,N110963,0.000,0.000,0,0
0,N110964,0.000,0.000,0,0
0,N110965,0.000,14.800,0,0
0,N110966,0.000,0.000,0,0
0,N110967,0.000,17.400,0,0
0,N110968,0.000,0.000,0,0
0,N110969,0.000,0.000,0,0
0,N110970,0.000,0.000,0,0
0,N110971,0.000,17.100,0,0
0,N110972,0.000,0.000,0,0
0,N110973,0.000,0.000,0,0
0,N110974,0.000,47.100,0,0
0,N110975,0.000,0.000,0,0
0,N110976,0.000,36.000,0,0
0,N110977,0.000,0.000,0,0
0,N110978,0.000,0.000,0,0
0,N110979,0.000,35.400,0,0
0,N110980,0.000,1.090,0,0
0,N110981,0.000,1.950,0,0
0,N110982,0.000,98.200,0,0
0,N110983,0.000,30.700,0,0
0,N110984,0.000,0.000,0,0
0,N110985,0.000,0.000,0,0
0,N110986,0.000,9.100,0,0
0,N110987,0.000,86.700,0,0
0,N110988,0.000,43.900,0,0
0,N110989,0.000,0.000,0,0
0,N110990,0.000,0.000,0,0
0,N110991,0.000,19.600,0,0
0,N110992,0.000,0.000,0,0
0,N110993,0.000,42.700,0,0
0,N110994,0.000,41.800,0,0
0,N110995,0.000,48.300,0,0
0,N110996,0.000,38.100,0,0
0,N110997,0.000,30.400,0,0
0,N110998,0.000,0.000,0,0
0,N110999,0.000,31.100,0,0
0,N111000,0.000,0.000,0,0
0,N111001,0.000,42.100,0,0
0,N111002,0.000,0.000,0,0
0,N111003,0.000,43.400,0,0
0,N111004,0.000,0.000,0,0
0,N111005,0.000,46.300,0,0
0,N111006,0.000,0.000,0,0
0,N111007,0.000,50.400,0,0
0,N111008,0.000,21.100,0,0
0,N111009,0.000,28.200,0,0
0,N111010,0.000,28.200,0,0
0,N111011,0.000,31.300,0,0
0,N111012,0.000,6.300,0,0
0,N111013,0.000,4.700,0,0
0,N111014,0.000,0.000,0,0
0,N111015,0.000,57.900,0,0
0,N111016,0.000,35.200,0,0
0,N111017,0.000,61.600,0,0
0,N111018,0.000,21.300,0,0
0,N111019,0.000,125.600,0,0
0,N111020,0.000,13.300,0,0
0,N111022,0.000,0.000,0,0
0,N111023,0.000,15.100,0,0
0,N111024,0.000,2.640,0,0
0,N111025,0.000,3.160,0,0
0,N111026,0.000,0.000,0,0
0,N111027,0.000,1.880,0,0
0,N111028,0.000,1.190,0,0
0,N111029,0.000,1.350,0,0
0,N111030,0.000,1.650,0,0
0,N111031,0.000,0.361,0,0
0,N111032,0.000,36.800,0,0
0,N111033,0.000,0.000,0,0
0,N111034,0.000,38.700,0,0
0,N111035,0.000,0.000,0,0
0,N111036,0.000,0.000,0,0
0,N111037,0.000,41.200,0,0
0,N111038,0.000,34.100,0,0
0,N111039,0.000,34.900,0,0
0,N111040,0.000,41.900,0,0
0,N111041,0.000,36.900,0,0
0,N111042,0.000,0.000,0,0
0,N111043,0.000,45.500,0,0
0,N111044,0.000,35.100,0,0
0,N111045,0.000,0.000,0,0
0,N111046,0.000,24.100,0,0
0,N111047,0.000,20.300,0,0
0,N111048,0.000,0.000,0,0
0,N111049,0.000,45.900,0,0
0,N111050,0.000,49.500,0,0
0,N111051,0.000,0.000,0,0
0,N111052,0.000,52.200,0,0
0,N111053,0.000,0.000,0,0
0,N111054,0.000,45.900,0,0
0,N111055,0.000,0.000,0,0
0,N111056,0.000,22.700,0,0
0,N111057,0.000,0.000,0,0
0,N111058,0.000,46.900,0,0
0,N111059,0.000,12.800,0,0
0,N111060,0.000,19.300,0,0
0,N111061,0.000,0.000,0,0
0,N111062,0.000,35.100,0,0
0,N111063,0.000,0.000,0,0
0,N111064,0.000,0.000,0,0
0,N111065,0.000,9.000,0,0
0,N111066,0.000,4.800,0,0
0,N111067,0.000,0.000,0,0
0,N111068,0.000,128.300,0,0
0,N111069,0.000,58.600,0,0
0,N111070,0.000,0.000,0,0
0,N111071,0.000,0.000,0,0
0,N111072,0.000,0.000,0,0
0,N111073,0.000,53.100,0,0
0,N111074,0.000,23.600,0,0
0,N111075,0.000,11.700,0,0
0,N111076,0.000,8.900,0,0
0,N111077,0.000,7.800,0,0
0,N111078,0.000,486.500,0,0
0,N111079,0.000,19.300,0,0
0,N111080,0.000,4.700,0,0
0,N111081,0.000,3.890,0,0
0,N111082,0.000,0.000,0,0
0,N111083,0.000,27.100,0,0
0,N111084,0.000,81.900,0,0
0,N111085,0.000,47.000,0,0
0,N111086,0.000,20.300,0,0
0,N111087,0.000,13.200,0,0
0,N111088,0.000,0.000,0,0
0,N111089,0.000,26.300,0,0
0,N111090,0.000,13.800,0,0
0,N111091,0.000,99.800,0,0
0,N111092,0.000,7.800,0,0
0,N111093,0.000,0.389,0,0
0,N111094,0.000,2.640,0,0
0,N111095,0.000,58.600,0,0
0,N111096,0.000,0.000,0,0
0,N111097,0.000,39.400,0,0
0,N111098,0.000,0.000,0,0
0,N111099,0.000,32.800,0,0
0,N111100,0.000,0.000,0,0
0,N111101,0.000,29.300,0,0
0,N111102,0.000,0.000,0,0
0,N111103,0.000,0.000,0,0
0,N111104,0.000,27.600,0,0
0,N111105,0.000,0.000,0,0
0,N111106,0.000,41.500,0,0
0,N111107,0.000,38.900,0,0
0,N111108,0.000,32.800,0,0
0,N111109,0.000,35.300,0,0
0,N111110,0.000,34.700,0,0
0,N111111,0.000,42.200,0,0
0,N111112,0.000,30.900,0,0
0,N111113,0.000,0.000,0,0
0,N111114,0.000,9.300,0,0
0,N111115,0.000,15.500,0,0
0,N111116,0.000,34.900,0,0
0,N111117,0.000,0.000,0,0
0,N111118,0.000,64.600,0,0
0,N111119,0.000,0.000,0,0
0,N111120,0.000,0.000,0,0
0,N111121,0.000,33.200,0,0
0,N111122,0.000,0.000,0,0
0,N111123,0.000,46.500,0,0
0,N111124,0.000,24.600,0,0
0,N111125,0.000,0.376,0,0
0,N111126,0.000,1.580,0,0
0,N111127,0.000,0.001,0,0
0,N111128,0.000,3.010,0,0
0,N111129,0.000,9.000,0,0
0,N111130,0.000,0.000,0,0
0,N111131,0.000,22.700,0,0
0,N111132,0.000,3.800,0,0
0,N111133,0.000,15.700,0,0
0,N111134,0.000,14.500,0,0
0,N111135,0.000,0.000,0,0
0,N111136,0.000,24.900,0,0
0,N111137,0.000,0.000,0,0
0,N111138,0.000,5.300,0,0
0,N111139,0.000,1.500,0,0
0,N111140,0.000,0.000,0,0
0,N111141,0.000,1.020,0,0
0,N111142,0.000,20.800,0,0
0,N111143,0.000,0.000,0,0
0,N111144,0.000,13.000,0,0
0,N111145,0.000,0.000,0,0
0,N111146,0.000,0.000,0,0
0,N111147,0.000,0.000,0,0
0,N111148,0.000,46.900,0,0
0,N111149,0.000,22.900,0,0
0,N111150,0.000,0.000,0,0
0,N111151,0.000,51.700,0,0
0,N111152,0.000,30.300,0,0
0,N111153,0.000,26.600,0,0
0,N111154,0.000,0.000,0,0
0,N111155,0.000,41.000,0,0
0,N111156,0.000,0.000,0,0
0,N111157,0.000,40.300,0,0
0,N111158,0.000,0.000,0,0
0,N111159,0.000,0.000,0,0
0,N111160,0.000,0.000,0,0
0,N111161,0.000,42.800,0,0
0,N111162,0.000,33.500,0,0
0,N111163,0.000,35.800,0,0
0,N111164,0.000,20.700,0,0
0,N111165,0.000,27.300,0,0
0,N111166,0.000,26.900,0,0
0,N111167,0.000,0.000,0,0
0,N111168,0.000,38.800,0,0
0,N111169,0.000,0.000,0,0
0,N111170,0.000,23.400,0,0
0,N111171,0.000,0.000,0,0
0,N111172,0.000,102.600,0,0
0,N111173,0.000,43.800,0,0
0,N111174,0.000,0.000,0,0
0,N111175,0.000,30.000,0,0
0,N111176,0.000,0.000,0,0
0,N111177,0.000,50.400,0,0
0,N111178,0.000,20.200,0,0
0,N111179,0.000,10.800,0,0
0,N111180,0.000,0.000,0,0
0,N111181,0.000,0.000,0,0
0,N111182,0.000,0.000,0,0
0,N111183,0.000,0.000,0,0
0,N111184,0.000,0.000,0,0
0,N111185,0.000,0.000,0,0
0,N111186,0.000,0.000,0,0
0,N111187,0.000,0.000,0,0
0,N111188,0.000,0.000,0,0
0,N111189,0.000,0.000,0,0
0,N111190,0.000,0.000,0,0
0,N111191,0.000,0.000,0,0
0,N111192,0.000,0.000,0,0
0,N111193,0.000,0.000,0,0
0,N111194,0.000,0.000,0,0
0,N111195,0.000,0.000,0,0
0,N111196,0.000,0.000,0,0
0,N111197,0.000,0.000,0,0
0,N111198,0.000,0.000,0,0
0,N111199,0.000,0.000,0,0
0,N111200,0.000,0.000,0,0
0,N111201,0.000,0.000,0,0
0,N111202,0.000,0.000,0,0
0,N111203,0.000,0.000,0,0
0,N111204,0.000,0.000,0,0
0,N111205,0.000,0.000,0,0
0,N111206,0.000,0.000,0,0
0,N111207,0.000,0.000,0,0
0,N111208,0.000,0.000,0,0
0,N111209,0.000,0.000,0,0
0,N111210,0.000,0.000,0,0
0,N111211,0.000,0.000,0,0
0,N111212,0.000,0.000,0,0
0,N111213,0.000,0.000,0,0
0,N111214,0.000,0.000,0,0
0,N111215,0.000,0.000,0,0
0,N111216,0.000,0.000,0,0
0,N111217,0.000,0.000,0,0
0,N111218,0.000,0.000,0,0
0,N111219,0.000,0.000,0,0
0,N111220,0.000,0.000,0,0
0,N111221,0.000,0.000,0,0
0,N111222,0.000,0.000,0,0
0,N111223,0.000,0.000,0,0
0,N111224,0.000,0.000,0,0
0,N111225,0.000,0.000,0,0
0,N111226,0.000,0.000,0,0
0,N111227,0.000,0.000,0,0
0,N111228,0.000,0.000,0,0
0,N111229,0.000,0.000,0,0
0,N111230,0.000,0.000,0,0
0,N111231,0.000,0.000,0,0
0,N111232,0.000,0.000,0,0
0,N111233,0.000,0.000,0,0
0,N111234,0.000,0.000,0,0
0,N111235,0.000,0.000,0,0
0,N111236,0.000,0.000,0,0
0,N111237,0.000,0.000,0,0
0,N111238,0.000,0.000,0,0
0,N111239,0.000,0.000,0,0
0,N111240,0.000,0.000,0,0
0,N111241,0.000,0.000,0,0
0,N111242,0.000,0.000,0,0
0,N111243,0.000,0.000,0,0
0,N111244,0.000,0.000,0,0
0,N111245,0.000,92.100,0,0
0,N111246,0.000,0.000,0,0
0,N111247,0.000,0.000,0,0
0,N111248,0.000,0.000,0,0
0,N111249,0.000,0.000,0,0
0,N111250,0.000,0.000,0,0
0,N111251,0.000,0.000,0,0
0,N111252,0.000,0.000,0,0
0,N111253,0.000,0.000,0,0
0,N111254,0.000,0.000,0,0
0,N111255,0.000,15.500,0,0
0,N111256,0.000,0.000,0,0
0,N111257,0.000,0.000,0,0
0,N111258,0.000,0.000,0,0
0,N111259,0.000,0.000,0,0
0,N111260,0.000,0.000,0,0
0,N111261,0.000,0.000,0,0
0,N111262,0.000,0.000,0,0
0,N111263,0.000,7.300,0,0
0,N111264,0.000,0.000,0,0
0,N111265,0.000,0.000,0,0
0,N111266,0.000,0.000,0,0
0,N111267,0.000,0.000,0,0
0,N111268,0.000,0.000,0,0
0,N111269,0.000,0.000,0,0
0,N111270,0.000,0.000,0,0
0,N111271,0.000,0.000,0,0
0,N111272,0.000,0.000,0,0
0,N111273,0.000,0.000,0,0
0,N111274,0.000,0.000,0,0
0,N111275,0.000,0.000,0,0
0,N111276,0.000,0.000,0,0
0,N111277,0.000,0.000,0,0
0,N111278,0.000,0.000,0,0
0,N111279,0.000,0.000,0,0
0,N111280,0.000,0.000,0,0
0,N111281,0.000,0.000,0,0
0,N111282,0.000,0.000,0,0
0,N111283,0.000,0.000,0,0
0,N111284,0.000,0.000,0,0
0,N111285,0.000,0.000,0,0
0,N111286,0.000,0.000,0,0
0,N111287,0.000,0.000,0,0
0,N111288,0.000,0.000,0,0
0,N111289,0.000,0.000,0,0
0,N111290,0.000,0.000,0,0
0,N111291,0.000,0.000,0,0
0,N111292,0.000,0.000,0,0
0,N111293,0.000,0.000,0,0
0,N111294,0.000,0.000,0,0
0,N111295,0.000,0.000,0,0
0,N111296,0.000,0.000,0,0
0,N111297,0.000,0.000,0,0
0,N111298,0.000,0.000,0,0
0,N111299,0.000,0.000,0,0
0,N111300,0.000,11.900,0,0
0,N111301,0.000,0.000,0,0
0,N111302,0.000,0.000,0,0
0,N111303,0.000,0.000,0,0
0,N111304,0.000,0.000,0,0
0,N111305,0.000,0.000,0,0
0,N111306,0.000,0.000,0,0
0,N111307,0.000,0.000,0,0
0,N111308,0.000,0.000,0,0
0,N111309,0.000,0.000,0,0
0,N111310,0.000,0.000,0,0
0,N111311,0.000,0.000,0,0
0,N111312,0.000,0.000,0,0
0,N111313,0.000,0.000,0,0
0,N111314,0.000,0.000,0,0
0,N111315,0.000,0.000,0,0
0,N111316,0.000,0.000,0,0
0,N111317,0.000,0.000,0,0
0,N111318,0.000,0.000,0,0
0,N111319,0.000,0.000,0,0
0,N111320,0.000,0.000,0,0
0,N111321,0.000,0.000,0,0
0,N111322,0.000,0.000,0,0
0,N111323,0.000,12.300,0,0
0,N111324,0.000,0.000,0,0
0,N111325,0.000,0.000,0,0
0,N111326,0.000,0.000,0,0
0,N111327,0.000,0.000,0,0
0,N111328,0.000,0.000,0,0
0,N111329,0.000,0.000,0,0
0,N111330,0.000,0.000,0,0
0,N111331,0.000,0.000,0,0
0,N111332,0.000,6.200,0,0
0,N111333,0.000,0.000,0,0
0,N111334,0.000,0.000,0,0
0,N111335,0.000,0.000,0,0
0,N111336,0.000,0.000,0,0
0,N111337,0.000,0.000,0,0
0,N111338,0.000,0.000,0,0
0,N111339,0.000,0.000,0,0
0,N111340,0.000,0.000,0,0
0,N111341,0.000,0.000,0,0
0,N111342,0.000,16.100,0,0
0,N111343,0.000,0.000,0,0
0,N111344,0.000,0.000,0,0
0,N111345,0.000,0.000,0,0
0,N111346,0.000,0.000,0,0
0,N111347,0.000,0.000,0,0
0,N111348,0.000,0.000,0,0
0,N111349,0.000,0.000,0,0
0,N111350,0.000,0.000,0,0
0,N111351,0.000,0.000,0,0
0,N111352,0.000,0.000,0,0
0,N111353,0.000,0.000,0,0
0,N111354,0.000,0.000,0,0
0,N111355,0.000,0.000,0,0
0,N111356,0.000,0.000,0,0
0,N111357,0.000,0.000,0,0
0,N111358,0.000,0.000,0,0
0,N111359,0.000,0.000,0,0
0,N111360,0.000,0.000,0,0
0,N111361,0.000,0.000,0,0
0,N111362,0.000,0.000,0,0
0,N111363,0.000,0.000,0,0
0,N111364,0.000,0.000,0,0
0,N111365,0.000,0.000,0,0
0,N111366,0.000,0.000,0,0
0,N111367,0.000,0.000,0,0
0,N111368,0.000,0.000,0,0
0,N111369,0.000,0.000,0,0
0,N111370,0.000,0.000,0,0
0,N111371,0.000,9.800,0,0
0,N111372,0.000,0.000,0,0
0,N111373,0.000,0.000,0,0
0,N111374,0.000,0.000,0,0
0,N111375,0.000,0.000,0,0
0,N111376,0.000,0.000,0,0
0,N111377,0.000,20.700,0,0
0,N111378,0.000,0.000,0,0
0,N111379,0.000,13.400,0,0
0,N111380,0.000,0.000,0,0
0,N111381,0.000,6.000,0,0
0,N111382,0.000,0.000,0,0
0,N111383,0.000,5.300,0,0
0,N111384,0.000,0.000,0,0
0,N111385,0.000,0.000,0,0
0,N111386,0.000,0.000,0,0
0,N111387,0.000,26.500,0,0
0,N111388,0.000,0.000,0,0
0,N111389,0.000,0.000,0,0
0,N111390,0.000,0.000,0,0
0,N111391,0.000,0.000,0,0
0,N111392,0.000,0.000,0,0
0,N111393,0.000,0.000,0,0
0,N111394,0.000,0.000,0,0
0,N111395,0.000,0.000,0,0
0,N111396,0.000,0.000,0,0
0,N111397,0.000,0.000,0,0
0,N111398,0.000,0.000,0,0
0,N111399,0.000,0.000,0,0
0,N111400,0.000,0.000,0,0
0,N111401,0.000,0.000,0,0
0,N111402,0.000,0.000,0,0
0,N111403,0.000,0.000,0,0
0,N111404,0.000,0.000,0,0
0,N111405,0.000,0.000,0,0
0,N111406,0.000,0.000,0,0
0,N111407,0.000,0.000,0,0
0,N111408,0.000,0.000,0,0
0,N111409,0.000,0.000,0,0
0,N111410,0.000,0.000,0,0
0,N111411,0.000,0.000,0,0
0,N111412,0.000,0.000,0,0
0,N111413,0.000,0.000,0,0
0,N111414,0.000,0.000,0,0
0,N111415,0.000,0.000,0,0
0,N111416,0.000,0.000,0,0
0,N120001,0.000,42.000,0,0
0,N120002,0.000,15.700,0,0
0,N120003,0.000,0.000,0,0
0,N120004,0.000,2.110,0,0
0,N120005,0.000,2.340,0,0
0,N120006,0.000,8.500,0,0
0,N120007,0.000,5.000,0,0
0,N120008,0.000,17.000,0,0
0,N120009,0.000,0.000,0,0
0,N120010,0.000,2.110,0,0
0,N120011,0.000,0.000,0,0
0,N120012,0.000,5.200,0,0
0,N120013,0.000,6.900,0,0
0,N120014,0.000,0.000,0,0
0,N120015,0.000,12.800,0,0
0,N120016,0.000,0.000,0,0
0,N120017,0.000,12.300,0,0
0,N120018,0.000,2.860,0,0
0,N120019,0.000,3.460,0,0
0,N120020,0.000,1.210,0,0
0,N120021,0.000,1.950,0,0
0,N120022,0.000,71.400,0,0
0,N120023,0.000,2.180,0,0
0,N120024,0.000,0.720,0,0
0,N120025,0.000,3.310,0,0
0,N120026,0.000,2.180,0,0
0,N120027,0.000,2.640,0,0
0,N120028,0.000,0.750,0,0
0,N120029,0.000,0.264,0,0
0,N120030,0.000,3.980,0,0
0,N120031,0.000,0.000,0,0
0,N120032,0.000,2.180,0,0
0,N120033,0.000,1.650,0,0
0,N120034,0.000,5.400,0,0
0,N120035,0.000,1.880,0,0
0,N120036,0.000,9.600,0,0
0,N120037,0.000,3.980,0,0
0,N120038,0.000,2.490,0,0
0,N120039,0.000,0.770,0,0
0,N120040,0.000,0.960,0,0
0,N120041,0.000,1.950,0,0
0,N120042,0.000,4.700,0,0
0,N120043,0.000,3.690,0,0
0,N120044,0.000,1.800,0,0
0,N120045,0.000,2.710,0,0
0,N120046,0.000,0.165,0,0
0,N120047,0.000,0.950,0,0
0,N120048,0.000,0.780,0,0
0,N120049,0.000,1.430,0,0
0,N120050,0.000,0.480,0,0
0,N120051,0.000,0.830,0,0
0,N120052,0.000,0.530,0,0
0,N120053,0.000,1.880,0,0
0,N120054,0.000,0.880,0,0
0,N120055,0.000,0.249,0,0
0,N120056,0.000,3.610,0,0
0,N120057,0.000,1.730,0,0
0,N120058,0.000,1.880,0,0
0,N120059,0.000,0.073,0,0
0,N120060,0.000,0.279,0,0
0,N120061,0.000,1.140,0,0
0,N120062,0.000,0.264,0,0
0,N120063,0.000,0.264,0,0
0,N120064,0.000,0.760,0,0
0,N120065,0.000,1.340,0,0
0,N120066,0.000,3.160,0,0
0,N120067,0.000,0.180,0,0
0,N120068,0.000,1.340,0,0
0,N120069,0.000,3.010,0,0
0,N120070,0.000,0.690,0,0
0,N120071,0.000,0.339,0,0
0,N120072,0.000,0.211,0,0
0,N120073,0.000,0.930,0,0
0,N120074,0.000,2.710,0,0
0,N120075,0.000,1.880,0,0
0,N120076,0.000,2.410,0,0
0,N120077,0.000,4.420,0,0
0,N120078,0.000,1.800,0,0
0,N120079,0.000,3.160,0,0
0,N120080,0.000,4.700,0,0
0,N120081,0.000,1.060,0,0
0,N120082,0.000,2.410,0,0
0,N120083,0.000,7.300,0,0
0,N120084,0.000,2.860,0,0
0,N120085,0.000,6.800,0,0
0,N120086,0.000,4.700,0,0
0,N120087,0.000,3.910,0,0
0,N120088,0.000,1.140,0,0
0,N120089,0.000,1.380,0,0
0,N120090,0.000,0.880,0,0
0,N120091,0.000,11.100,0,0
0,N120092,0.000,0.690,0,0
0,N120093,0.000,4.700,0,0
0,N120094,0.000,1.580,0,0
0,N120095,0.000,3.690,0,0
0,N120096,0.000,2.640,0,0
0,N120097,0.000,4.900,0,0
0,N120098,0.000,2.030,0,0
0,N120099,0.000,0.346,0,0
0,N120100,0.000,1.950,0,0
0,N120101,0.000,1.040,0,0
0,N120103,0.000,2.710,0,0
0,N120104,0.000,5.300,0,0
0,N120105,0.000,3.090,0,0
0,N120106,0.000,2.860,0,0
0,N120107,0.000,0.910,0,0
0,N120108,0.000,1.730,0,0
0,N120109,0.000,5.100,0,0
0,N120110,0.000,2.710,0,0
0,N120111,0.000,5.400,0,0
0,N120112,0.000,9.300,0,0
0,N120113,0.000,3.610,0,0
0,N120114,0.000,1.800,0,0
0,N120115,0.000,3.890,0,0
0,N120116,0.000,0.286,0,0
0,N120117,0.000,0.188,0,0
0,N120118,0.000,2.260,0,0
0,N120119,0.000,0.075,0,0
0,N120120,0.000,5.300,0,0
0,N120121,0.000,0.380,0,0
0,N120122,0.000,0.143,0,0
0,N120123,0.000,0.407,0,0
0,N120124,0.000,1.100,0,0
0,N120125,0.000,1.730,0,0
0,N120126,0.000,0.416,0,0
0,N120127,0.000,4.700,0,0
0,N120128,0.000,1.730,0,0
0,N120129,0.000,0.490,0,0
0,N120130,0.000,25.600,0,0
0,N120131,0.000,21.400,0,0
0,N120132,0.000,4.330,0,0
0,N120133,0.000,8.800,0,0
0,N120134,0.000,9.600,0,0
0,N120135,0.000,4.420,0,0
0,N120136,0.000,2.110,0,0
